"","city","bathrooms","bedrooms","beds","price","review_scores_rating","spoi1km","spoi5km","spoi10km","dist_train","beach1km","beach5km","city1km","city5km","city10km","home_apt","private_room","shared_room","Apartment","House","Townhouse"
"12401","Bondi Beach",2,1,1,60,100,0,52,66,0,0,1,0,0,1,"0","1","0","0","1","0"
"12402","Mosman",1,1,1,165,100,40,260,44,0,1,0,0,1,0,"1","0","0","1","0","0"
"12403","Bilgola Beach",1,2,3,165,99,0,12,5,0,1,0,0,0,0,"1","0","0","0","1","0"
"12404","Woollahra",2,1,1,166,100,20,148,51,1,0,1,0,1,0,"0","1","0","0","1","0"
"12405","North Balgowlah",1,1,4,90,99,0,64,75,0,0,1,0,0,0,"0","1","0","0","1","0"
"12406","Chippendale",1,1,1,130,100,60,204,67,1,0,0,0,1,0,"0","1","0","1","0","0"
"12407","Darlinghurst",1,1,1,119,93,100,208,56,1,0,1,0,1,0,"0","1","0","1","0","0"
"12408","Wollstonecraft",1,1,1,59,93,20,248,72,1,0,1,0,1,0,"0","1","0","1","0","0"
"12409","Bondi Beach",2,1,1,110,100,0,52,68,0,1,0,0,0,1,"0","1","0","0","1","0"
"12410","Bondi Beach",1,2,2,200,100,0,44,69,0,1,0,0,0,1,"1","0","0","1","0","0"
"12411","Woollahra",2.5,3,4,310,94,20,160,51,1,0,1,0,1,0,"1","0","0","0","1","0"
"12412","Bronte",1,2,2,200,100,20,28,70,0,1,0,0,0,1,"1","0","0","1","0","0"
"12413","Balmain",1,1,1,58,94,40,244,72,0,0,0,0,1,0,"0","1","0","1","0","0"
"12414","Cherrybrook",1.5,1,1,48,96,0,8,66,0,0,0,0,0,1,"0","1","0","0","0","1"
"12415","North Sydney",1,1,1,75,97,80,248,53,1,0,1,0,1,0,"0","1","0","1","0","0"
"12416","Bondi Beach",2,1,1,55,100,0,40,70,0,1,0,0,0,1,"0","1","0","1","0","0"
"12417","Bondi",1,3,3,700,100,20,40,68,0,1,0,0,0,1,"1","0","0","0","1","0"
"12418","Sydney",1,1,3,249,92,120,204,64,1,0,1,0,1,0,"1","0","0","1","0","0"
"12419","Paddington",1,2,2,200,100,20,204,52,0,0,1,0,1,0,"1","0","0","1","0","0"
"12420","Bungarribee",1,1,1,101,100,0,12,7,0,0,0,0,0,0,"0","1","0","0","1","0"
"12421","Hunters Hill",1,2,2,150,100,0,112,110,0,0,0,0,0,1,"1","0","0","1","0","0"
"12422","Alexandria",2,1,1,60,87,0,44,80,1,0,0,0,0,1,"0","1","0","1","0","0"
"12423","Belrose",1,1,1,64,100,0,20,44,0,0,0,0,0,0,"0","1","0","0","1","0"
"12424","Hurstville",1,1,1,28,100,60,36,28,1,0,0,0,0,0,"0","1","0","1","0","0"
"12425","Ashfield",1,1,1,50,97,100,100,90,1,0,0,0,0,1,"0","1","0","1","0","0"
"12426","Enmore",1,1,1,95,83,0,140,67,1,0,0,0,1,0,"0","1","0","0","1","0"
"12427","Paddington",1,1,1,64,100,60,204,55,1,0,1,0,1,0,"0","1","0","1","0","0"
"12428","Marsfield",1,1,1,99,93,0,76,77,0,0,0,0,0,1,"0","1","0","0","1","0"
"12429","Ultimo",1,0,1,79,100,80,204,69,1,0,0,0,1,0,"1","0","0","1","0","0"
"12430","Waterloo",1,1,1,109,100,0,168,49,0,0,1,0,1,0,"1","0","0","1","0","0"
"12431","North Bondi",1,0,1,180,90,0,36,68,0,1,0,0,0,1,"1","0","0","1","0","0"
"12432","Bondi",1,2,3,300,100,0,48,70,0,0,1,0,0,1,"1","0","0","1","0","0"
"12433","Wentworth Point",1,1,1,75,96,0,88,92,1,0,0,0,0,1,"0","1","0","1","0","0"
"12434","Mosman",1,1,1,270,90,20,148,75,0,1,0,0,0,1,"1","0","0","0","1","0"
"12435","Camperdown",1,1,1,219,90,40,208,65,0,0,0,0,1,0,"1","0","0","1","0","0"
"12436","Elizabeth Bay",1,0,1,194,100,60,220,58,1,0,1,0,1,0,"1","0","0","1","0","0"
"12437","Rushcutters Bay",1,0,1,130,97,80,212,59,1,0,1,0,1,0,"1","0","0","1","0","0"
"12438","North Bondi",3,4,6,595,100,0,52,68,0,1,0,0,0,1,"1","0","0","0","1","0"
"12439","Bondi",1,1,1,60,90,20,36,71,0,0,1,0,0,1,"0","1","0","1","0","0"
"12440","Balmain",1,1,1,249,90,140,220,73,0,0,1,0,1,0,"1","0","0","0","1","0"
"12441","Marrickville",1,2,2,150,100,0,84,78,1,0,0,0,0,1,"1","0","0","0","1","0"
"12442","Bondi Beach",2,1,1,70,98,0,56,68,0,1,0,0,0,1,"0","1","0","0","1","0"
"12443","Bexley",1,1,1,56,100,20,36,36,0,0,1,0,0,0,"0","1","0","1","0","0"
"12444","Wentworth Point",1,1,1,75,96,0,92,88,0,0,0,0,0,1,"0","1","0","1","0","0"
"12445","Kogarah",1,1,1,50,95,40,28,30,1,0,1,0,0,0,"0","1","0","1","0","0"
"12446","Rose Bay",2,1,2,119,100,0,72,67,0,0,1,0,0,1,"1","0","0","0","1","0"
"12447","Bronte",1,1,2,150,100,20,24,74,0,1,0,0,0,1,"1","0","0","1","0","0"
"12448","Asquith",1.5,2,2,150,80,0,40,16,1,0,0,0,0,0,"1","0","0","0","1","0"
"12449","Pyrmont",1,2,2,198,86,180,188,68,1,0,1,1,0,0,"1","0","0","0","1","0"
"12450","Mosman",1,1,2,135,98,20,108,77,0,1,0,0,0,1,"1","0","0","0","1","0"
"12451","McMahons Point",1,0,1,150,80,60,240,65,1,0,1,0,1,0,"1","0","0","1","0","0"
"12452","Potts Point",1,0,1,174,99,80,212,58,1,0,1,0,1,0,"1","0","0","1","0","0"
"12453","Surry Hills",4,1,1,35,100,80,200,55,1,0,1,0,1,0,"0","0","1","0","1","0"
"12454","Elizabeth Bay",1,0,1,70,89,40,224,58,1,0,1,0,1,0,"1","0","0","1","0","0"
"12455","Stanmore",1,1,1,39,97,20,200,55,1,0,0,0,1,0,"0","1","0","0","1","0"
"12456","Clovelly",2,3,3,430,90,20,8,74,0,1,0,0,0,1,"1","0","0","0","1","0"
"12457","Brookvale",1,2,2,125,100,0,24,29,0,0,1,0,0,0,"1","0","0","1","0","0"
"12458","Darlinghurst",2,2,2,350,100,80,212,56,1,0,1,0,1,0,"1","0","0","1","0","0"
"12459","Greystanes",1,1,2,87,94,0,44,57,0,0,0,0,0,1,"0","1","0","0","1","0"
"12460","Camperdown",2,2,3,329,95,40,208,62,0,0,0,0,1,0,"1","0","0","1","0","0"
"12461","Ultimo",2,2,2,500,80,120,208,67,1,0,1,0,1,0,"1","0","0","0","1","0"
"12462","Potts Point",1,1,1,237,93,60,216,58,1,0,1,0,1,0,"1","0","0","1","0","0"
"12463","Camperdown",2,4,4,400,97,40,212,64,0,0,0,0,1,0,"1","0","0","1","0","0"
"12464","North Sydney",2,2,2,232,100,40,244,63,0,0,1,0,1,0,"1","0","0","1","0","0"
"12465","Randwick",2,2,2,249,92,0,16,71,0,0,1,0,0,1,"1","0","0","1","0","0"
"12466","Manly",2,3,5,440,97,100,60,47,0,1,0,0,0,0,"1","0","0","1","0","0"
"12467","Neutral Bay",1,1,1,101,80,0,268,51,0,1,0,0,1,0,"1","0","0","1","0","0"
"12468","Forestville",1,0,1,150,100,0,52,58,0,0,0,0,0,0,"1","0","0","1","0","0"
"12469","Bellevue Hill",1,1,1,50,87,20,104,62,1,0,1,0,0,1,"0","1","0","1","0","0"
"12470","Waterloo",2,2,2,500,90,20,168,57,1,0,0,0,1,0,"1","0","0","1","0","0"
"12471","Dee Why",1,2,2,259,100,0,4,22,0,1,0,0,0,0,"1","0","0","1","0","0"
"12472","Bondi Beach",1,1,1,133,100,0,40,69,0,1,0,0,0,1,"0","1","0","1","0","0"
"12473","Rose Bay",1,1,1,99,100,0,40,69,0,1,0,0,0,1,"0","1","0","1","0","0"
"12474","Millers Point",1,1,1,198,91,320,184,61,1,0,1,0,1,0,"1","0","0","1","0","0"
"12475","Gordon",2.5,4,4,420,100,0,84,46,0,0,0,0,0,0,"1","0","0","0","1","0"
"12476","Camperdown",1,1,1,99,96,20,212,59,1,0,0,0,1,0,"1","0","0","1","0","0"
"12477","Kensington",1,1,1,84,100,0,92,64,0,0,1,0,1,0,"1","0","0","1","0","0"
"12478","Mascot",1,1,1,82,96,0,16,78,0,0,0,0,0,1,"0","1","0","0","1","0"
"12479","Forest Lodge",1,1,1,79,98,40,212,66,1,0,0,0,1,0,"0","1","0","0","1","0"
"12480","Bondi Beach",1,1,1,90,84,0,52,70,0,0,1,0,0,1,"1","0","0","1","0","0"
"12481","Potts Point",1,1,1,200,89,40,228,58,1,0,1,0,1,0,"1","0","0","1","0","0"
"12482","Surry Hills",1.5,1,1,101,95,100,208,54,1,0,1,0,1,0,"0","1","0","0","1","0"
"12483","Paddington",2.5,3,3,370,100,40,212,53,1,0,1,0,1,0,"1","0","0","0","1","0"
"12484","Sydney",2,2,4,300,96,320,172,61,1,0,1,1,0,0,"1","0","0","1","0","0"
"12485","Paddington",1,2,2,130,93,0,196,49,0,0,1,0,1,0,"1","0","0","1","0","0"
"12486","Waverley",1,1,1,60,95,20,40,71,0,0,1,0,0,1,"0","1","0","1","0","0"
"12487","Waverton",1,1,1,90,98,60,256,66,1,0,1,0,1,0,"0","1","0","1","0","0"
"12488","Watsons Bay",3,4,4,400,100,80,76,65,0,1,0,0,0,1,"1","0","0","0","1","0"
"12489","Lakemba",1,1,1,80,94,0,44,41,1,0,0,0,0,0,"0","1","0","1","0","0"
"12490","Northmead",2,2,1,89,100,40,180,32,0,0,0,0,1,0,"1","0","0","1","0","0"
"12491","Taren Point",0,1,1,70,100,0,20,20,0,0,1,0,0,0,"0","1","0","0","1","0"
"12492","Moorebank",1,1,2,55,80,0,36,12,0,0,1,0,1,0,"0","1","0","0","1","0"
"12493","Cremorne",1,2,2,150,90,0,248,54,0,1,0,0,1,0,"1","0","0","1","0","0"
"12494","Westmead",2.5,4,9,275,83,20,188,28,1,0,0,0,1,0,"1","0","0","0","1","0"
"12495","Bondi Beach",2,1,1,40,95,0,44,67,0,1,0,0,0,1,"0","1","0","0","1","0"
"12496","Moorebank",2,1,1,42,92,0,36,12,0,0,1,0,1,0,"0","0","1","0","0","1"
"12497","Baulkham Hills",2.5,3,3,185,96,0,12,38,0,0,0,0,0,1,"1","0","0","0","1","0"
"12498","Surry Hills",1,1,1,79,97,120,204,54,1,0,1,0,1,0,"0","1","0","0","1","0"
"12499","Waverton",1,1,1,64,100,20,276,68,0,0,1,0,1,0,"0","1","0","0","1","0"
"12500","Cremorne",1,1,1,80,100,0,232,64,0,0,1,0,0,1,"0","1","0","1","0","0"
"12501","Erskineville",1,2,2,72,100,0,208,55,1,0,0,0,1,0,"1","0","0","0","1","0"
"12502","Berowra Waters",3,4,4,801,100,0,0,1,0,0,0,0,0,0,"1","0","0","0","1","0"
"12503","Surry Hills",1,1,1,129,88,0,208,54,1,0,1,0,1,0,"1","0","0","1","0","0"
"12504","North Sydney",2,2,4,376,97,60,244,62,1,0,1,0,1,0,"1","0","0","1","0","0"
"12505","Chatswood",1,1,1,90,92,0,104,89,0,0,0,0,0,1,"0","1","0","0","1","0"
"12506","Bondi Beach",2,1,1,200,100,0,40,70,0,1,0,0,0,1,"1","0","0","1","0","0"
"12507","Darlinghurst",1.5,1,1,500,100,80,220,54,1,0,1,0,1,0,"1","0","0","1","0","0"
"12508","McMahons Point",1,1,1,156,100,60,240,66,1,0,1,0,1,0,"1","0","0","1","0","0"
"12509","Bondi Beach",1,1,1,135,96,0,40,70,0,1,0,0,0,1,"0","1","0","1","0","0"
"12510","Mosman",1,1,1,130,99,20,220,54,0,1,0,0,1,0,"1","0","0","1","0","0"
"12511","Narrabeen",1,3,5,200,90,0,0,10,0,1,0,0,0,0,"1","0","0","0","1","0"
"12512","Sydney",1,1,1,75,80,300,172,61,1,0,1,1,0,0,"1","0","0","1","0","0"
"12513","Bellevue Hill",1,2,2,400,100,20,156,54,1,0,1,0,1,0,"1","0","0","1","0","0"
"12514","North Bondi",1,1,1,84,97,0,56,67,0,1,0,0,0,1,"0","1","0","1","0","0"
"12515","Queenscliff",1,1,1,64,100,0,40,39,0,1,0,0,0,0,"0","1","0","1","0","0"
"12516","Paddington",1,2,2,249,83,40,196,56,1,0,1,0,1,0,"1","0","0","1","0","0"
"12517","Glenfield",1,1,1,46,91,0,8,7,1,0,0,0,0,1,"0","1","0","0","1","0"
"12518","Chatswood",1,1,3,25,100,140,92,98,1,0,0,0,0,1,"0","0","1","1","0","0"
"12519","Chatswood",1,1,1,150,100,100,108,94,1,0,0,0,0,1,"1","0","0","1","0","0"
"12520","Darlinghurst",1,1,1,119,100,40,212,52,0,0,1,0,1,0,"0","1","0","1","0","0"
"12521","Lilyfield",1,3,4,200,80,40,212,72,1,0,0,0,1,0,"1","0","0","0","1","0"
"12522","Annandale",1,1,1,63,97,60,216,68,1,0,0,0,1,0,"0","1","0","0","1","0"
"12523","Bellevue Hill",1,1,1,200,100,0,80,64,0,0,1,0,0,1,"1","0","0","1","0","0"
"12524","Leichhardt",1,2,2,275,100,20,160,74,1,0,0,0,0,1,"1","0","0","0","1","0"
"12525","Wentworth Point",1,1,1,101,80,0,84,93,0,0,0,0,0,1,"1","0","0","1","0","0"
"12526","Asquith",1,1,1,52,93,0,44,15,1,0,0,0,0,0,"0","1","0","0","1","0"
"12527","Surry Hills",1,1,2,211,95,80,212,53,1,0,1,0,1,0,"1","0","0","1","0","0"
"12528","Neutral Bay",1,2,2,209,90,20,268,52,1,0,1,0,1,0,"1","0","0","1","0","0"
"12529","Pyrmont",1,1,1,211,100,180,188,69,1,0,1,1,0,0,"1","0","0","1","0","0"
"12530","Tempe",1,3,3,146,91,20,32,80,1,0,0,0,0,1,"1","0","0","0","1","0"
"12531","Sans Souci",2,7,8,700,88,0,36,16,0,0,1,0,0,0,"1","0","0","0","1","0"
"12532","Kirribilli",1,1,1,165,95,80,244,56,1,0,1,0,1,0,"1","0","0","1","0","0"
"12533","Paddington",1,1,1,84,96,40,216,55,1,0,1,0,1,0,"0","1","0","0","1","0"
"12534","Balmain",1,1,1,75,87,120,228,73,0,0,0,0,1,0,"0","1","0","0","1","0"
"12535","Davidson",2.5,5,5,200,100,0,44,39,0,0,0,0,0,0,"1","0","0","0","1","0"
"12536","Maroubra",2,1,1,80,92,0,4,41,0,1,0,0,0,1,"0","1","0","0","1","0"
"12537","Parramatta",1,2,3,200,75,360,120,35,0,0,0,1,0,0,"1","0","0","1","0","0"
"12538","Bondi Beach",1,0,2,220,100,0,52,66,0,1,0,0,0,1,"1","0","0","1","0","0"
"12539","Bondi Beach",2,2,2,249,100,0,52,69,0,1,0,0,0,1,"1","0","0","1","0","0"
"12540","Rose Bay",1,2,2,90,80,0,88,69,0,0,1,0,0,1,"1","0","0","1","0","0"
"12541","North Manly",1,1,1,89,99,0,24,37,0,0,1,0,0,0,"0","1","0","0","1","0"
"12542","Millers Point",2,4,5,650,93,220,196,66,1,0,1,0,1,0,"1","0","0","0","1","0"
"12543","Coogee",3,3,4,249,100,0,12,72,0,1,0,0,0,1,"1","0","0","0","1","0"
"12544","Warriewood",1.5,1,1,58,100,0,4,7,0,0,1,0,0,0,"0","1","0","0","0","1"
"12545","Palm Beach",2.5,3,8,451,100,20,24,1,0,1,0,0,0,0,"1","0","0","0","1","0"
"12546","Maroubra",1,1,1,50,100,0,4,38,0,1,0,0,0,1,"0","1","0","1","0","0"
"12547","Darlinghurst",1,1,1,200,91,80,216,54,1,0,1,0,1,0,"1","0","0","1","0","0"
"12548","Bellevue Hill",1,2,2,205,91,0,136,60,0,0,1,0,1,0,"1","0","0","1","0","0"
"12549","Telopea",1.5,1,1,70,100,20,196,34,1,0,0,0,1,0,"0","1","0","0","0","1"
"12550","Manly",1,1,2,84,93,100,44,40,0,1,0,0,0,0,"0","1","0","0","1","0"
"12551","Surry Hills",1,1,1,50,80,60,196,58,1,0,1,0,1,0,"0","1","0","0","1","0"
"12552","Newtown",1,1,1,200,100,0,192,56,1,0,0,0,1,0,"0","1","0","1","0","0"
"12553","Newtown",2,2,2,101,100,0,112,71,1,0,0,0,1,0,"1","0","0","0","1","0"
"12554","Cremorne Point",1,0,1,150,95,0,268,50,0,1,0,0,1,0,"1","0","0","1","0","0"
"12555","North Narrabeen",4,4,6,750,100,0,0,7,0,1,0,0,0,0,"1","0","0","0","1","0"
"12556","Chippendale",1,1,1,143,100,60,204,67,1,0,0,0,1,0,"1","0","0","1","0","0"
"12557","Mosman",1,2,3,249,80,40,148,71,0,1,0,0,0,1,"1","0","0","1","0","0"
"12558","Balmain",2.5,2,2,180,80,120,220,73,0,0,0,0,1,0,"1","0","0","1","0","0"
"12559","North Narrabeen",2,3,3,220,80,0,0,7,0,0,1,0,0,0,"1","0","0","0","1","0"
"12560","Redfern",1,1,1,55,92,80,188,60,1,0,1,0,1,0,"0","1","0","0","1","0"
"12561","Glebe",1,2,2,231,100,20,232,69,1,0,0,0,1,0,"1","0","0","0","1","0"
"12562","Neutral Bay",1,1,1,180,100,20,272,47,0,1,0,0,1,0,"1","0","0","1","0","0"
"12563","North Bondi",1,1,1,101,100,0,48,66,0,1,0,0,0,1,"0","1","0","1","0","0"
"12564","North Ryde",1,2,2,95,97,0,116,88,1,0,0,0,0,0,"1","0","0","0","1","0"
"12565","Milsons Point",2,2,2,350,100,40,236,61,1,0,1,0,1,0,"1","0","0","1","0","0"
"12566","Bondi Beach",1,1,1,150,100,0,52,68,0,1,0,0,0,1,"1","0","0","1","0","0"
"12567","Davidson",2,4,6,160,100,0,44,41,0,0,0,0,0,0,"1","0","0","0","1","0"
"12568","Bondi Beach",2,1,1,80,100,0,52,67,0,0,1,0,0,1,"0","1","0","0","1","0"
"12569","Eastlakes",0.5,1,2,40,90,0,24,75,0,0,1,0,0,1,"0","1","0","1","0","0"
"12570","Bondi",1,1,1,55,100,20,32,70,0,1,0,0,0,1,"0","1","0","0","1","0"
"12571","Waverley",1,0,1,135,98,20,20,72,0,1,0,0,0,1,"1","0","0","1","0","0"
"12572","Saint Ives",1,1,1,78,95,0,76,26,0,0,0,0,0,0,"0","1","0","0","1","0"
"12573","Surry Hills",1,1,1,110,92,0,204,53,1,0,1,0,1,0,"0","1","0","0","1","0"
"12574","Maroubra",1,2,2,178,95,0,4,38,0,1,0,0,0,1,"1","0","0","1","0","0"
"12575","Lane Cove North",1,1,1,160,100,20,104,110,0,0,0,0,0,1,"1","0","0","1","0","0"
"12576","Penrith",1,1,1,50,100,0,20,10,0,0,0,0,1,0,"0","1","0","0","1","0"
"12577","Manly",1,1,1,101,100,80,56,45,0,1,0,0,0,0,"0","1","0","0","0","1"
"12578","Sans Souci",1,1,1,58,90,0,32,19,0,0,1,0,0,0,"0","1","0","0","1","0"
"12579","Cammeray",1,3,3,174,100,0,188,80,0,0,1,0,0,1,"1","0","0","0","1","0"
"12580","Darlinghurst",1,1,1,70,100,240,188,53,1,0,1,1,0,0,"0","1","0","1","0","0"
"12581","Stanmore",1,1,1,70,100,0,152,70,1,0,0,0,1,0,"0","1","0","0","1","0"
"12582","Surry Hills",1,1,2,180,96,140,200,59,1,0,1,0,1,0,"1","0","0","1","0","0"
"12583","Bondi Beach",1,1,2,55,100,0,52,69,0,1,0,0,0,1,"0","0","1","1","0","0"
"12584","North Curl Curl",1,3,3,350,100,0,24,28,0,0,1,0,0,0,"1","0","0","0","1","0"
"12585","Curl Curl",2.5,3,4,225,100,0,20,29,0,1,0,0,0,0,"1","0","0","0","1","0"
"12586","Cronulla",2,3,2,249,100,20,4,14,1,1,0,0,0,0,"1","0","0","1","0","0"
"12587","Epping",1.5,1,1,40,100,20,56,93,1,0,0,0,0,1,"0","1","0","1","0","0"
"12588","Cremorne",1,1,1,76,100,0,252,52,0,1,0,0,1,0,"0","1","0","1","0","0"
"12589","Bondi Beach",1,1,1,139,99,0,52,65,0,1,0,0,0,1,"1","0","0","1","0","0"
"12590","Surry Hills",1,2,2,260,80,100,200,59,1,0,1,0,1,0,"1","0","0","1","0","0"
"12591","Haymarket",1,1,2,178,81,340,160,63,1,0,1,1,0,0,"1","0","0","1","0","0"
"12592","Potts Point",1,1,1,145,88,100,204,60,1,0,1,0,1,0,"1","0","0","1","0","0"
"12593","Dee Why",1,1,1,58,93,0,4,24,0,1,0,0,0,0,"0","1","0","1","0","0"
"12594","Chippendale",1,1,1,90,98,100,196,65,1,0,1,0,1,0,"1","0","0","1","0","0"
"12595","North Bondi",1,2,3,350,92,0,36,64,0,1,0,0,0,1,"1","0","0","1","0","0"
"12596","Camperdown",2,2,2,300,99,60,208,63,0,0,0,0,1,0,"1","0","0","1","0","0"
"12597","Maroubra",1,1,1,119,100,0,4,49,0,0,1,0,0,1,"1","0","0","1","0","0"
"12598","Rosebery",1.5,1,1,75,97,0,52,75,0,0,0,0,0,1,"0","1","0","1","0","0"
"12599","Bondi",1,1,1,64,75,20,40,70,0,0,1,0,0,1,"0","1","0","1","0","0"
"12600","Pagewood",1.5,2,2,300,97,0,8,68,0,0,1,0,0,1,"1","0","0","0","1","0"
"12601","Bondi",2,2,2,200,80,0,56,67,0,0,1,0,0,1,"1","0","0","1","0","0"
"12602","Potts Point",1,1,1,101,84,80,212,58,1,0,1,0,1,0,"1","0","0","1","0","0"
"12603","Surry Hills",2,1,1,89,80,60,204,53,1,0,1,0,1,0,"0","1","0","0","1","0"
"12604","Campsie",2,1,1,47,100,0,80,33,0,0,0,0,0,0,"0","1","0","1","0","0"
"12605","Tamarama",3.5,5,7,801,100,20,28,71,0,1,0,0,0,1,"1","0","0","0","1","0"
"12606","Sydney",1,1,1,135,98,320,168,62,1,0,1,1,0,0,"0","1","0","1","0","0"
"12607","North Bondi",1,3,3,750,100,0,52,67,0,0,1,0,0,1,"1","0","0","0","1","0"
"12608","North Sydney",1,2,2,188,97,80,252,58,1,0,1,0,1,0,"1","0","0","1","0","0"
"12609","Brighton-Le-Sands",2,2,2,189,100,0,24,40,0,0,1,0,0,0,"1","0","0","1","0","0"
"12610","Tempe",2,1,1,64,90,20,32,80,1,0,1,0,0,1,"0","1","0","0","1","0"
"12611","Darlinghurst",1,1,1,249,100,220,188,53,1,0,1,0,1,0,"1","0","0","1","0","0"
"12612","South Coogee",2,3,3,599,100,0,8,59,0,1,0,0,0,1,"1","0","0","0","1","0"
"12613","Rosebery",1,1,1,95,93,0,36,75,0,0,0,0,0,1,"1","0","0","1","0","0"
"12614","BONDI",1.5,2,3,125,93,0,84,66,0,0,1,0,0,1,"1","0","0","1","0","0"
"12615","Camperdown",1,2,2,180,100,20,212,63,0,0,0,0,1,0,"1","0","0","1","0","0"
"12616","Mosman",1,2,3,275,100,20,152,70,0,1,0,0,0,1,"1","0","0","1","0","0"
"12617","Newport",1,1,3,101,80,0,8,6,0,1,0,0,0,0,"0","1","0","0","1","0"
"12618","Bondi Beach",1,1,1,50,93,0,36,68,0,1,0,0,0,1,"0","1","0","1","0","0"
"12619","Zetland",1,1,1,139,100,20,148,54,0,0,1,0,1,0,"1","0","0","1","0","0"
"12620","Ramsgate",1,1,1,70,100,0,32,18,0,0,1,0,0,0,"0","1","0","1","0","0"
"12621","Cremorne",1,1,1,119,94,20,176,70,0,0,1,0,0,1,"1","0","0","1","0","0"
"12622","Rushcutters Bay",1,1,3,156,100,80,208,60,1,0,1,0,1,0,"1","0","0","1","0","0"
"12623","Kingsford",1,1,2,106,60,0,80,66,0,0,1,0,1,0,"0","1","0","1","0","0"
"12624","Chippendale",1,0,1,110,89,120,200,65,1,0,1,0,1,0,"1","0","0","1","0","0"
"12625","Surry Hills",1,1,1,101,93,100,212,53,1,0,1,0,1,0,"1","0","0","1","0","0"
"12626","Paddington",1,1,1,80,100,60,200,54,1,0,1,0,1,0,"0","1","0","1","0","0"
"12627","McMahons Point, North Sydney",1,2,2,295,93,60,236,66,1,0,1,0,1,0,"1","0","0","1","0","0"
"12628","Darlinghurst",1,2,2,300,98,20,216,51,0,0,1,0,1,0,"1","0","0","0","1","0"
"12629","Surry Hills",1,1,1,101,100,100,212,53,1,0,1,0,1,0,"1","0","0","1","0","0"
"12630","Cronulla",1,1,1,40,97,20,4,17,1,1,0,0,0,0,"0","1","0","1","0","0"
"12631","Lane Cove North",1,1,1,50,100,40,112,104,0,0,0,0,0,1,"0","1","0","1","0","0"
"12632","Chatswood",1,1,2,80,100,0,108,85,0,0,0,0,0,1,"0","0","1","0","1","0"
"12633","Carlingford",2.5,3,2,240,90,0,32,83,0,0,0,0,0,1,"1","0","0","0","1","0"
"12634","Sydney",1,1,1,156,94,240,188,58,1,0,1,1,0,0,"1","0","0","1","0","0"
"12635","Bondi Beach",1,1,1,121,87,0,40,65,0,1,0,0,0,1,"0","1","0","1","0","0"
"12636","Bellevue Hill",1.5,1,1,70,90,20,112,60,1,0,1,0,1,0,"0","1","0","0","1","0"
"12637","Bondi",1,1,1,150,95,20,44,67,0,1,0,0,0,1,"0","1","0","0","1","0"
"12638","Lilyfield",2,3,4,350,100,20,180,77,1,0,0,0,1,0,"1","0","0","0","1","0"
"12639","Darlinghurst",1,0,2,189,92,240,184,55,1,0,1,1,0,0,"1","0","0","1","0","0"
"12640","Manly",1,1,2,174,97,100,44,40,0,1,0,0,0,0,"1","0","0","1","0","0"
"12641","Riverwood",1,1,1,119,80,20,20,31,1,0,0,0,0,0,"0","1","0","1","0","0"
"12642","Mosman",1,2,3,198,93,20,232,51,0,1,0,0,1,0,"1","0","0","1","0","0"
"12643","Paddington",1,1,1,74,50,60,204,53,1,0,1,0,1,0,"0","1","0","1","0","0"
"12644","Marrickville",1,2,2,160,95,0,92,78,1,0,0,0,0,1,"1","0","0","1","0","0"
"12645","Bondi",2,1,1,28,100,20,40,69,0,0,1,0,0,1,"0","0","1","0","1","0"
"12646","Lakemba",1.5,1,1,50,85,0,52,40,1,0,0,0,0,0,"0","1","0","0","1","0"
"12647","Chippendale",1,0,2,99,87,100,204,63,1,0,1,0,1,0,"1","0","0","1","0","0"
"12648","Ultimo",1,1,1,99,95,100,212,68,1,0,1,0,1,0,"0","1","0","1","0","0"
"12649","Eastwood",1.5,1,1,55,100,0,76,97,1,0,0,0,0,1,"0","1","0","0","1","0"
"12650","Marsfield",1,2,1,101,80,0,80,55,0,0,0,0,0,0,"1","0","0","0","1","0"
"12651","Paddington",1,1,2,160,90,20,176,51,0,0,1,0,1,0,"1","0","0","1","0","0"
"12652","Manly",1,1,1,110,100,80,56,37,0,1,0,0,0,0,"1","0","0","1","0","0"
"12653","Maroubra",1.5,3,4,200,100,0,0,57,0,0,1,0,0,1,"1","0","0","0","1","0"
"12654","Collaroy",1,1,1,97,86,0,4,16,0,0,1,0,0,0,"1","0","0","1","0","0"
"12655","Paddington",1,1,1,64,100,80,212,53,1,0,1,0,1,0,"0","1","0","1","0","0"
"12656","Bondi",1,2,2,231,100,0,52,66,0,0,1,0,0,1,"1","0","0","1","0","0"
"12657","Mosman",1,1,1,84,100,20,176,65,0,0,1,0,0,1,"0","1","0","1","0","0"
"12658","Cronulla",1,1,1,59,94,0,12,18,1,1,0,0,0,0,"0","1","0","1","0","0"
"12659","Tamarama",1,2,2,350,95,20,28,70,0,1,0,0,0,1,"1","0","0","1","0","0"
"12660","Bondi Beach",1,2,1,80,100,0,44,67,0,1,0,0,0,1,"1","0","0","1","0","0"
"12661","Beaconsfield",1,2,2,165,96,20,96,66,1,0,0,0,1,0,"1","0","0","0","1","0"
"12662","Annandale",1,2,2,220,100,60,216,68,1,0,0,0,1,0,"1","0","0","0","1","0"
"12663","St Ives",2,3,3,350,100,0,72,35,0,0,0,0,0,0,"1","0","0","0","1","0"
