"","city","bathrooms","bedrooms","beds","price","review_scores_rating","spoi1km","spoi5km","spoi10km","dist_train","beach1km","beach5km","city1km","city5km","city10km","home_apt","private_room","shared_room","Apartment","House","Townhouse"
"2102","Newtown",1,1,1,87,95,0,208,53,1,0,0,0,1,0,"0","1","0","1","0","0"
"2103","Bondi Beach",1,1,1,75,100,0,44,70,0,1,0,0,0,1,"0","1","0","0","1","0"
"2104","Camperdown",1,1,2,149,90,20,212,62,0,0,0,0,1,0,"1","0","0","1","0","0"
"2105","Randwick",1,1,1,84,100,0,40,70,0,0,1,0,0,1,"1","0","0","1","0","0"
"2106","Erskineville",1,1,1,84,100,0,136,63,1,0,0,0,1,0,"1","0","0","1","0","0"
"2107","Sydney",2,4,6,632,90,20,184,65,0,0,1,0,0,1,"1","0","0","0","1","0"
"2108","Newtown",1,2,3,190,93,20,212,56,1,0,0,0,1,0,"1","0","0","1","0","0"
"2109","North Bondi",1,2,2,150,100,0,48,67,0,1,0,0,0,1,"1","0","0","1","0","0"
"2110","Rhodes",2,2,3,106,100,0,80,108,1,0,0,0,0,1,"1","0","0","1","0","0"
"2111","Redfern",1,1,1,127,65,60,200,59,1,0,1,0,1,0,"1","0","0","1","0","0"
"2112","Sydney",1,1,1,139,94,80,216,55,1,0,1,0,1,0,"1","0","0","1","0","0"
"2113","Elizabeth Bay",1,1,1,119,80,60,216,59,1,0,1,0,1,0,"1","0","0","1","0","0"
"2114","Fairlight",1,1,1,185,90,100,52,46,0,1,0,0,0,0,"1","0","0","0","1","0"
"2115","Chippendale",1,1,3,139,85,60,204,66,1,0,0,0,1,0,"1","0","0","1","0","0"
"2116","Mosman",1,1,1,125,87,20,152,70,0,1,0,0,0,1,"0","1","0","0","1","0"
"2117","Bondi Beach",1,2,2,180,93,0,52,66,0,1,0,0,0,1,"1","0","0","1","0","0"
"2118","North Bondi",1,2,3,165,90,0,36,62,0,1,0,0,0,1,"1","0","0","1","0","0"
"2119","Redfern",1,2,2,139,100,20,196,55,0,0,1,0,1,0,"1","0","0","0","1","0"
"2120","Bondi",1,1,1,80,100,20,28,70,0,1,0,0,0,1,"0","1","0","1","0","0"
"2121","Bondi Beach",1,1,1,160,95,0,40,67,0,1,0,0,0,1,"0","1","0","1","0","0"
"2122","Darlinghurst",1,0,1,178,100,80,216,54,1,0,1,0,1,0,"1","0","0","1","0","0"
"2123","Rushcutters Bay",1,2,2,377,99,60,212,60,1,0,1,0,1,0,"1","0","0","1","0","0"
"2124","Waverton",1,1,1,84,96,60,268,66,1,0,1,0,1,0,"0","1","0","1","0","0"
"2125","Bellevue Hill",1,1,1,119,95,0,92,68,0,0,1,0,0,1,"1","0","0","1","0","0"
"2126","Abbotsford",1,2,2,170,100,0,132,95,0,0,0,0,0,1,"1","0","0","1","0","0"
"2127","Darlinghurst",1,0,1,135,85,80,216,55,1,0,1,0,1,0,"1","0","0","1","0","0"
"2128","Darlinghurst",1,0,1,130,77,80,216,55,1,0,1,0,1,0,"1","0","0","1","0","0"
"2129","McMahons Point",1,1,1,150,89,80,244,63,1,0,1,0,1,0,"1","0","0","1","0","0"
"2130","North Bondi",1,1,1,200,100,0,36,63,0,1,0,0,0,1,"1","0","0","1","0","0"
"2131","Erskineville",1,1,1,70,98,0,152,61,1,0,0,0,1,0,"0","1","0","0","1","0"
"2132","Clontarf",3.5,5,5,599,100,0,96,78,0,1,0,0,0,1,"1","0","0","0","1","0"
"2133","Bondi",2,2,3,350,96,0,52,66,0,1,0,0,0,1,"1","0","0","1","0","0"
"2134","Bellevue Hill",1,1,2,200,90,20,192,52,1,1,0,0,1,0,"1","0","0","1","0","0"
"2135","Bondi Beach",2,2,2,211,100,0,52,66,0,1,0,0,0,1,"1","0","0","1","0","0"
"2136","Marsfield",2,2,4,169,75,0,80,52,0,0,0,0,0,0,"1","0","0","0","1","0"
"2137","Queenscliff",2,3,3,550,100,20,40,35,0,1,0,0,0,0,"1","0","0","1","0","0"
"2138","Bondi Beach",1,1,1,119,92,0,40,67,0,1,0,0,0,1,"1","0","0","1","0","0"
"2139","Dee Why",1,1,1,110,100,0,24,23,0,0,1,0,0,0,"1","0","0","1","0","0"
"2140","North Bondi",4,4,6,915,100,0,36,68,0,1,0,0,0,1,"1","0","0","0","1","0"
"2141","Lilyfield",1,1,2,110,100,40,212,72,1,0,0,0,1,0,"0","1","0","0","1","0"
"2142","Paddington",1,2,2,150,98,60,204,53,1,0,1,0,1,0,"1","0","0","0","1","0"
"2143","Darlinghurst",1.5,1,1,200,85,80,220,54,1,0,1,0,1,0,"1","0","0","1","0","0"
"2144","Bellevue Hill",2,2,3,249,92,0,88,70,0,0,1,0,0,1,"1","0","0","1","0","0"
"2145","Elizabeth Bay",1,2,2,130,80,60,220,58,1,0,1,0,1,0,"1","0","0","1","0","0"
"2146","Great Mackerel Beach",3,5,6,900,100,20,16,3,0,1,0,0,0,0,"1","0","0","0","1","0"
"2147","Coogee",1,1,1,119,88,0,12,70,0,1,0,0,0,1,"1","0","0","1","0","0"
"2148","Bondi Beach",1,1,1,130,91,0,40,65,0,1,0,0,0,1,"1","0","0","1","0","0"
"2149","Woollahra Sydney",1.5,1,3,211,97,20,156,50,1,0,1,0,1,0,"1","0","0","1","0","0"
"2150","Bellevue Hill",2,2,2,220,100,0,204,53,0,1,0,0,1,0,"1","0","0","1","0","0"
"2151","Manly",1,1,1,115,97,100,40,39,0,1,0,0,0,0,"1","0","0","1","0","0"
"2152","Pyrmont",1,2,2,150,88,140,204,66,1,0,1,0,1,0,"1","0","0","0","1","0"
"2153","Mosman",2,2,3,177,100,20,168,66,0,0,1,0,0,1,"1","0","0","1","0","0"
"2154","Casula",3,4,9,215,83,0,8,9,0,0,0,0,1,0,"1","0","0","0","1","0"
"2155","Bondi",1,1,1,249,90,0,52,66,0,1,0,0,0,1,"1","0","0","1","0","0"
"2156","Botany",1.5,1,1,48,99,0,12,68,0,0,1,0,0,1,"0","1","0","0","1","0"
"2157","Ashfield",1,1,1,99,87,20,108,90,1,0,0,0,0,1,"1","0","0","1","0","0"
"2158","Bondi Beach",2,3,3,350,96,0,36,64,0,1,0,0,0,1,"1","0","0","1","0","0"
"2159","South Coogee",0,1,1,70,100,0,8,54,0,0,1,0,0,1,"0","1","0","1","0","0"
"2160","Bondi Beach",1,1,1,70,89,0,52,66,0,1,0,0,0,1,"0","1","0","1","0","0"
"2161","Sydney Olympic Park",1,1,1,160,94,40,100,87,1,0,0,0,0,1,"1","0","0","1","0","0"
"2162","Tamarama",1,1,1,90,96,20,28,71,0,1,0,0,0,1,"0","1","0","0","1","0"
"2163","Wisemans Ferry",7,10,16,400,90,0,0,1,0,0,0,0,0,0,"1","0","0","0","1","0"
"2164","Bondi",2.5,4,4,500,93,20,32,72,0,1,0,0,0,1,"1","0","0","0","1","0"
"2165","Bondi Beach",1,0,2,119,89,0,48,67,0,1,0,0,0,1,"1","0","0","1","0","0"
"2166","North Bondi",1,2,2,150,90,0,60,72,0,0,1,0,0,1,"1","0","0","1","0","0"
"2167","Clontarf",1,1,2,165,98,0,96,76,0,1,0,0,0,1,"1","0","0","1","0","0"
"2168","Mosman",2.5,4,6,700,100,20,180,64,0,0,1,0,0,1,"1","0","0","0","1","0"
"2169","Curl Curl",1,2,2,180,100,0,24,28,0,1,0,0,0,0,"1","0","0","1","0","0"
"2170","Manly",1,1,1,200,91,80,64,53,0,1,0,0,0,0,"1","0","0","1","0","0"
"2171","Lavender Bay",1,1,2,150,97,80,256,58,1,0,1,0,1,0,"1","0","0","1","0","0"
"2172","Neutral Bay",2,3,4,330,97,60,264,53,1,0,1,0,1,0,"1","0","0","0","1","0"
"2173","Woollahra",2,3,3,300,90,20,180,49,1,0,1,0,1,0,"1","0","0","0","1","0"
"2174","Newtown",1,1,1,55,90,20,212,57,1,0,0,0,1,0,"0","1","0","1","0","0"
"2175","Darlinghurst",1,1,1,150,80,80,220,54,1,0,1,0,1,0,"0","1","0","1","0","0"
"2176","Artarmon",1,1,1,70,100,160,84,104,1,0,0,0,0,1,"0","1","0","0","1","0"
"2177","Darling Point",1.5,3,4,310,100,20,232,54,1,0,1,0,1,0,"1","0","0","1","0","0"
"2178","Lilyfield",1,1,1,75,94,60,200,69,1,0,0,0,1,0,"0","1","0","0","1","0"
"2179","Mosman",2.5,3,4,489,84,20,152,72,0,1,0,0,0,1,"1","0","0","1","0","0"
"2180","Waverton",1,1,1,130,96,60,260,66,1,0,1,0,1,0,"0","1","0","1","0","0"
"2181","Manly",2,3,5,300,96,20,44,38,0,1,0,0,0,0,"1","0","0","1","0","0"
"2182","Coogee",1,2,2,101,80,0,16,73,0,1,0,0,0,1,"1","0","0","1","0","0"
"2183","Coogee",1,1,1,80,100,0,8,67,0,1,0,0,0,1,"0","1","0","1","0","0"
"2184","Randwick",1,1,2,70,83,0,16,72,0,0,1,0,0,1,"1","0","0","1","0","0"
"2185","Greenwich",1,1,1,249,100,80,144,101,1,0,1,0,0,1,"0","1","0","0","1","0"
"2186","North Bondi",1,1,1,60,94,0,52,67,0,1,0,0,0,1,"0","1","0","1","0","0"
"2187","Double Bay",1,1,1,75,92,20,196,56,1,1,0,0,1,0,"0","1","0","1","0","0"
"2188","Queenscliff",1,1,1,220,97,0,40,41,0,1,0,0,0,0,"1","0","0","1","0","0"
"2189","Bellevue Hill",1,1,1,190,76,0,80,64,0,0,1,0,0,1,"1","0","0","1","0","0"
"2190","North Sydney",1,1,1,95,91,80,244,54,1,0,1,0,1,0,"0","1","0","1","0","0"
"2191","Coogee",1,2,2,231,100,0,16,71,0,1,0,0,0,1,"1","0","0","1","0","0"
"2192","Randwick",1,1,1,118,85,0,52,67,0,0,1,0,0,1,"1","0","0","1","0","0"
"2193","Neutral Bay",1,0,1,99,90,40,268,46,0,0,1,0,1,0,"1","0","0","1","0","0"
"2194","Vaucluse",1,2,2,185,92,0,84,66,0,0,1,0,0,1,"1","0","0","1","0","0"
"2195","Surry Hills",1,1,1,129,95,80,192,62,1,0,1,0,1,0,"1","0","0","1","0","0"
"2196","Tamarama",1,3,3,200,87,0,24,70,0,1,0,0,0,1,"1","0","0","1","0","0"
"2197","Surry Hills",2,2,3,160,90,80,196,62,1,0,1,0,1,0,"1","0","0","1","0","0"
"2198","Surry Hills",1,1,1,200,100,60,196,59,1,0,1,0,1,0,"1","0","0","1","0","0"
"2199","Alexandria",2.5,4,5,200,84,20,200,54,1,0,0,0,1,0,"1","0","0","0","1","0"
"2200","Bondi Beach",1,2,1,180,100,0,48,69,0,1,0,0,0,1,"1","0","0","1","0","0"
"2201","Sydney",1,1,1,101,100,420,156,60,1,0,1,1,0,0,"1","0","0","1","0","0"
"2202","Roselands",2,1,2,40,92,20,36,39,0,0,0,0,0,0,"0","1","0","0","1","0"
"2203","Bondi Beach",1,2,2,350,100,0,52,66,0,1,0,0,0,1,"1","0","0","1","0","0"
"2204","Wolli Creek",1,1,1,58,100,0,24,83,1,0,1,0,0,1,"0","0","1","1","0","0"
"2205","Bondi Beach",1,1,1,50,100,0,52,70,0,1,0,0,0,1,"0","1","0","1","0","0"
"2206","Bondi Beach",1,2,2,101,100,0,52,66,0,1,0,0,0,1,"1","0","0","1","0","0"
"2207","Bondi Beach",2,3,3,451,100,0,52,65,0,1,0,0,0,1,"1","0","0","0","1","0"
"2208","Darlinghurst",1,2,2,225,100,160,200,55,1,0,1,0,1,0,"1","0","0","1","0","0"
"2209","Double Bay",1,1,1,135,95,0,228,56,0,1,0,0,1,0,"0","1","0","1","0","0"
"2210","Manly",1.5,1,1,90,92,100,44,45,0,1,0,0,0,0,"0","1","0","0","1","0"
"2211","Fairlight",2.5,3,3,489,98,100,44,47,0,1,0,0,0,0,"1","0","0","0","1","0"
"2212","Darlington",2,1,1,80,92,60,204,67,1,0,0,0,1,0,"0","1","0","0","1","0"
"2213","Redfern",1,1,1,89,80,60,204,61,1,0,1,0,1,0,"0","1","0","1","0","0"
"2214","Fairlight",1,1,1,198,80,80,72,51,0,1,0,0,0,0,"1","0","0","1","0","0"
"2215","Cremorne",1,1,1,135,88,20,188,67,0,0,1,0,0,1,"1","0","0","1","0","0"
"2216","Manly Vale",1,1,2,139,96,0,56,47,0,0,1,0,0,0,"1","0","0","1","0","0"
"2217","Bronte",1,1,1,139,88,20,12,73,0,1,0,0,0,1,"1","0","0","1","0","0"
"2218","North Narrabeen",1,1,1,64,95,0,0,8,0,1,0,0,0,0,"0","1","0","0","0","1"
"2219","Surry Hills",1.5,1,1,121,90,80,192,63,1,0,1,0,1,0,"1","0","0","1","0","0"
"2220","Bondi Beach",2,2,2,194,100,0,52,67,0,1,0,0,0,1,"1","0","0","1","0","0"
"2221","Glebe",1,1,2,123,100,0,236,65,1,0,0,0,1,0,"0","1","0","1","0","0"
"2222","Bondi Beach",1,2,2,190,96,20,44,68,0,0,1,0,0,1,"1","0","0","1","0","0"
"2223","Surry Hills",1,1,1,190,99,60,208,51,1,0,1,0,1,0,"0","1","0","1","0","0"
"2224","Enmore",1,1,1,84,90,0,152,63,1,0,0,0,1,0,"0","1","0","1","0","0"
"2225","Randwick",1,2,2,84,100,0,12,67,0,0,1,0,0,1,"1","0","0","1","0","0"
"2226","Narraweena",2.5,4,5,185,88,0,4,26,0,0,1,0,0,0,"1","0","0","0","1","0"
"2227","North Sydney",1,1,1,130,99,40,256,52,1,0,1,0,1,0,"0","1","0","0","1","0"
"2228","Coogee",2,1,1,101,100,0,12,70,0,1,0,0,0,1,"0","1","0","1","0","0"
"2229","Maroubra",1,1,1,39,100,0,12,21,0,1,0,0,0,0,"0","1","0","1","0","0"
"2230","Rozelle",1,1,1,84,100,20,240,73,1,0,0,0,1,0,"0","1","0","0","1","0"
"2231","Glebe",1,1,1,75,95,20,232,71,1,0,0,0,1,0,"0","1","0","1","0","0"
"2232","Rose Bay",1,1,1,60,98,0,72,68,0,0,1,0,0,1,"0","1","0","1","0","0"
"2233","Maroubra",1,1,1,180,100,0,4,38,0,1,0,0,0,1,"0","1","0","1","0","0"
"2234","Elizabeth Bay / Sydney",1,0,1,170,97,40,228,56,1,0,1,0,1,0,"1","0","0","1","0","0"
"2235","Bondi Beach",1,2,3,500,91,0,52,65,0,1,0,0,0,1,"1","0","0","1","0","0"
"2236","Dee Why",1,1,1,79,100,0,8,23,0,1,0,0,0,0,"0","1","0","1","0","0"
"2237","Potts Point",2,2,2,495,97,60,216,59,1,0,1,0,1,0,"1","0","0","1","0","0"
"2238","St Peters",1,1,1,115,96,0,112,71,1,0,0,0,1,0,"1","0","0","1","0","0"
"2239","Lilyfield",1,2,2,119,80,20,172,80,1,0,0,0,1,0,"1","0","0","0","1","0"
"2240","Paddington/Woollahra",1,1,1,127,100,20,180,47,1,0,1,0,1,0,"1","0","0","1","0","0"
"2241","Rushcutters Bay",1,1,1,90,94,60,216,59,1,0,1,0,1,0,"1","0","0","1","0","0"
"2242","Bondi",1,1,1,290,80,20,40,69,0,0,1,0,0,1,"1","0","0","1","0","0"
"2243","Paddington",2,3,3,550,100,60,204,53,1,0,1,0,1,0,"1","0","0","1","0","0"
"2244","Darlinghurst",1,1,1,200,93,60,216,55,1,0,1,0,1,0,"1","0","0","0","1","0"
"2245","Kingsford",2.5,4,3,595,100,0,12,67,0,0,1,0,0,1,"1","0","0","0","1","0"
"2246","Manly Vale",1,1,2,200,88,0,48,44,0,0,1,0,0,0,"1","0","0","1","0","0"
"2247","Fairlight",1,1,1,130,100,80,68,53,0,1,0,0,0,0,"1","0","0","1","0","0"
"2248","Bondi Junction",1,1,1,68,92,20,68,67,1,0,1,0,0,1,"0","1","0","1","0","0"
"2249","Sydney",2,2,2,275,95,0,168,51,0,0,1,0,1,0,"1","0","0","0","1","0"
"2250","Lilyfield",1,2,2,160,94,40,204,73,1,0,0,0,1,0,"1","0","0","1","0","0"
"2251","Rose Bay",1,1,1,36,100,0,96,70,0,0,1,0,0,1,"0","1","0","1","0","0"
"2252","Newtown",0,1,1,113,94,0,124,67,1,0,0,0,1,0,"0","1","0","0","1","0"
"2253","Freshwater",2,3,3,300,96,0,32,35,0,1,0,0,0,0,"1","0","0","0","1","0"
"2254","Potts Point",1,1,1,237,97,100,212,54,1,0,1,0,1,0,"1","0","0","1","0","0"
"2255","Camperdown",1,1,1,75,93,40,212,59,0,0,0,0,1,0,"1","0","0","1","0","0"
"2256","Darlinghurst",1,1,1,110,87,80,212,56,1,0,1,0,1,0,"1","0","0","1","0","0"
"2257","Alexandria",1,1,1,165,95,40,200,57,1,0,0,0,1,0,"1","0","0","1","0","0"
"2258","South Wentworthville",3.5,1,2,64,60,0,184,30,0,0,0,0,1,0,"0","1","0","0","1","0"
"2259","Enmore",1,2,2,194,97,0,180,57,1,0,0,0,1,0,"1","0","0","0","1","0"
"2260","Bondi Beach",1,2,2,235,92,0,52,70,0,1,0,0,0,1,"1","0","0","1","0","0"
"2261","Coogee",1,2,2,200,100,0,16,70,0,1,0,0,0,1,"1","0","0","1","0","0"
"2262","Mosman",1,2,3,264,20,20,152,68,0,1,0,0,0,1,"1","0","0","1","0","0"
"2263","Kirribilli",1,1,1,131,100,20,256,55,1,0,1,0,1,0,"1","0","0","1","0","0"
"2264","Coogee",1,2,2,123,60,0,8,67,0,1,0,0,0,1,"1","0","0","1","0","0"
"2265","Balmain",1.5,1,1,60,100,80,240,72,0,0,0,0,1,0,"0","1","0","0","1","0"
"2266","Sydney",1,1,1,90,78,360,160,63,1,0,1,1,0,0,"0","1","0","1","0","0"
"2267","Surry Hills",2,2,2,190,100,80,192,61,1,0,1,0,1,0,"1","0","0","0","1","0"
"2268","Waverton",1,1,1,68,95,40,260,71,1,0,1,0,1,0,"0","1","0","1","0","0"
"2269","Bondi",2,1,1,60,100,20,36,68,0,1,0,0,0,1,"0","1","0","1","0","0"
"2270","Paddington",2,1,1,109,89,40,220,53,1,0,1,0,1,0,"0","1","0","0","1","0"
"2271","Crows Nest",2,1,1,70,100,20,196,81,1,0,1,0,0,1,"0","1","0","0","1","0"
"2272","Crows Nest",1,1,1,130,40,20,196,81,1,0,1,0,0,1,"0","1","0","0","1","0"
"2273","Manly",2.5,3,3,400,93,100,40,37,0,1,0,0,0,0,"1","0","0","0","1","0"
"2274","Chatswood",0.5,1,1,80,84,100,92,98,1,0,0,0,0,1,"0","1","0","1","0","0"
"2275","Coogee",1,1,1,101,90,0,8,62,0,1,0,0,0,1,"0","1","0","1","0","0"
"2276","Engadine",1,1,1,78,100,0,24,7,1,0,1,0,0,0,"0","1","0","1","0","0"
"2277","Freshwater",1,1,1,95,100,0,28,31,0,1,0,0,0,0,"0","1","0","0","1","0"
"2278","Glebe",1,1,2,109,94,0,232,65,1,0,0,0,1,0,"1","0","0","1","0","0"
"2279","Woolooware",1,1,1,60,92,20,8,15,1,1,0,0,0,0,"0","1","0","0","1","0"
"2280","Balmain East",2,3,3,190,100,140,212,71,1,0,1,0,1,0,"1","0","0","0","1","0"
"2281","Bondi",1,2,2,200,100,20,40,68,0,1,0,0,0,1,"1","0","0","1","0","0"
"2282","Kirribilli",1,1,1,127,100,80,236,61,1,0,1,0,1,0,"1","0","0","1","0","0"
"2283","North Balgowlah",1,3,4,300,100,0,72,80,0,0,1,0,0,1,"1","0","0","0","1","0"
"2284","Cremorne",1,1,1,70,96,0,204,70,0,0,1,0,0,1,"0","1","0","1","0","0"
"2285","Petersham",1,2,2,150,96,0,108,75,1,0,0,0,0,1,"1","0","0","0","1","0"
"2286","Bondi",1,1,3,90,81,0,56,68,0,0,1,0,0,1,"1","0","0","1","0","0"
"2287","Bondi",1,1,1,80,100,20,40,71,0,0,1,0,0,1,"0","1","0","1","0","0"
"2288","Turramurra",3,3,6,500,98,0,68,15,0,0,0,0,0,0,"1","0","0","0","1","0"
"2289","Sydney",1,2,4,225,100,100,56,45,0,1,0,0,0,0,"1","0","0","1","0","0"
"2290","Coogee",1,1,1,161,90,0,8,67,0,1,0,0,0,1,"0","1","0","1","0","0"
"2291","Chatswood",1,1,1,119,50,100,100,97,1,0,0,0,0,1,"1","0","0","1","0","0"
"2292","Bondi",1,1,1,60,90,20,28,70,0,1,0,0,0,1,"0","1","0","1","0","0"
"2293","Tamarama",1,2,2,300,100,20,28,70,0,1,0,0,0,1,"1","0","0","1","0","0"
"2294","Redfern",2,1,1,50,100,40,192,58,1,0,1,0,1,0,"0","1","0","0","1","0"
"2295","Palm Beach",1,1,1,260,100,0,28,1,0,1,0,0,0,0,"0","1","0","0","1","0"
"2296","Brighton-Le-Sands",1,1,2,119,99,0,32,38,0,0,1,0,0,0,"0","1","0","1","0","0"
"2297","North Balgowlah",3,4,8,630,100,0,52,63,0,0,1,0,0,0,"1","0","0","0","1","0"
"2298","Bronte",1,2,3,321,90,20,24,74,0,1,0,0,0,1,"1","0","0","0","1","0"
"2299","Bondi",1,1,1,60,95,20,36,71,0,0,1,0,0,1,"0","1","0","1","0","0"
"2300","Sydney",1,3,3,400,97,0,44,68,0,1,0,0,0,1,"1","0","0","1","0","0"
"2301","Ryde",1,1,1,80,87,140,60,119,1,0,0,0,0,1,"0","1","0","0","1","0"
"2302","Darlinghurst",1,1,1,55,90,100,212,53,1,0,1,0,1,0,"0","1","0","1","0","0"
"2303","Potts Point",1,1,1,70,90,80,208,60,1,0,1,0,1,0,"0","1","0","1","0","0"
"2304","Coogee",1,2,2,579,100,0,20,75,0,1,0,0,0,1,"1","0","0","1","0","0"
"2305","North Balgowlah",3,5,8,750,100,0,52,72,0,0,1,0,0,0,"1","0","0","0","1","0"
"2306","Surry Hills",2,1,1,150,92,40,196,55,1,0,1,0,1,0,"0","1","0","0","1","0"
"2307","North Balgowlah",1,3,5,249,100,0,64,69,0,0,1,0,0,0,"1","0","0","0","1","0"
"2308","Dulwich Hill",1,1,1,114,96,0,112,80,1,0,0,0,0,1,"1","0","0","0","1","0"
"2309","Bronte",1,1,1,150,100,20,20,73,0,1,0,0,0,1,"1","0","0","1","0","0"
"2310","Bondi Beach",1,1,1,80,82,0,52,69,0,1,0,0,0,1,"1","0","0","1","0","0"
"2311","Potts Point",1,0,1,90,100,40,224,58,1,0,1,0,1,0,"1","0","0","1","0","0"
"2312","Waverley",1,1,1,58,90,20,28,73,0,0,1,0,0,1,"0","1","0","1","0","0"
"2313","Manly",1,2,1,249,98,80,60,49,0,1,0,0,0,0,"1","0","0","1","0","0"
"2314","Elizabeth Bay",1,1,1,150,100,40,232,57,1,0,1,0,1,0,"1","0","0","1","0","0"
"2315","Manly",1,0,2,150,100,100,40,35,0,1,0,0,0,0,"1","0","0","1","0","0"
"2316","North Bondi",2,1,1,60,95,0,48,66,0,1,0,0,0,1,"0","1","0","0","1","0"
"2317","Queenscliff",1,2,2,115,93,20,40,37,0,1,0,0,0,0,"1","0","0","1","0","0"
"2318","Avalon",1,1,1,90,94,20,24,1,0,0,1,0,0,0,"1","0","0","1","0","0"
"2319","Surry Hills",1,1,1,139,93,60,208,51,1,0,1,0,1,0,"1","0","0","1","0","0"
"2320","Randwick",1,2,2,160,100,0,20,75,0,0,1,0,0,1,"1","0","0","1","0","0"
"2321","Waverley",1,1,1,119,97,20,32,72,0,0,1,0,0,1,"0","1","0","0","1","0"
"2322","Bondi Junction",1,1,1,60,70,20,112,57,1,0,1,0,1,0,"0","1","0","1","0","0"
"2323","Balmain",2,3,3,315,85,80,240,73,0,0,0,0,1,0,"1","0","0","0","1","0"
"2324","Potts Point",1,1,1,60,80,80,208,60,1,0,1,0,1,0,"0","1","0","1","0","0"
"2325","Bondi Beach",0,1,1,83,80,0,44,70,0,1,0,0,0,1,"0","1","0","1","0","0"
"2326","Woolloomooloo",1,1,1,50,90,160,204,54,1,0,1,0,1,0,"0","1","0","1","0","0"
"2327","Cammeray",3,4,7,895,100,0,176,81,0,0,1,0,0,1,"1","0","0","0","1","0"
"2328","Manly",1,2,2,249,100,40,60,28,0,1,0,0,0,0,"1","0","0","1","0","0"
"2329","Arncliffe",1,1,1,80,93,20,36,50,1,0,1,0,0,1,"0","1","0","0","1","0"
"2330","Darlinghurst",1,1,1,165,92,180,196,55,1,0,1,0,1,0,"1","0","0","1","0","0"
"2331","Tamarama",2,3,4,480,99,0,20,71,0,1,0,0,0,1,"1","0","0","1","0","0"
"2332","Balmain",1,1,1,150,96,40,248,71,0,0,0,0,1,0,"1","0","0","1","0","0"
"2333","Fairlight",2.5,4,5,900,100,20,56,40,0,1,0,0,0,0,"1","0","0","0","1","0"
"2334","North Bondi",1,1,1,70,100,0,36,62,0,1,0,0,0,1,"0","1","0","1","0","0"
"2335","Bondi",1,1,1,75,99,0,52,66,0,1,0,0,0,1,"0","1","0","1","0","0"
"2336","Surry Hills",1,1,1,148,90,240,184,53,1,0,1,1,0,0,"1","0","0","1","0","0"
"2337","Newtown",1,2,2,162,93,0,176,57,1,0,0,0,1,0,"1","0","0","1","0","0"
"2338","Paddington",2,3,3,300,95,40,224,53,1,0,1,0,1,0,"1","0","0","0","1","0"
"2339","Potts Point",1,1,1,60,93,60,216,59,1,0,1,0,1,0,"0","1","0","1","0","0"
"2340","Manly",1,1,1,200,100,60,40,37,0,1,0,0,0,0,"1","0","0","1","0","0"
"2341","Darlinghurst",1,0,2,143,79,240,188,58,1,0,1,1,0,0,"1","0","0","1","0","0"
"2342","Darling Point",2,3,2,170,90,20,204,57,1,0,1,0,1,0,"1","0","0","1","0","0"
"2343","McMahons Point",1,2,3,245,87,80,252,63,1,0,1,0,1,0,"1","0","0","1","0","0"
"2344","Artarmon",1,1,1,64,88,160,84,104,1,0,0,0,0,1,"0","1","0","0","1","0"
"2345","Sydney",1,1,2,139,90,80,212,59,1,0,1,0,1,0,"1","0","0","1","0","0"
"2346","Marsfield",2,2,3,169,80,0,84,48,0,0,0,0,0,0,"1","0","0","1","0","0"
"2347","Manly",2,2,3,249,95,100,60,45,0,1,0,0,0,0,"1","0","0","1","0","0"
"2348","Bondi Beach",1,1,1,350,100,0,40,68,0,1,0,0,0,1,"1","0","0","1","0","0"
"2349","Neutral Bay",1,2,3,180,100,20,272,48,0,1,0,0,1,0,"1","0","0","1","0","0"
"2350","Manly",1,1,1,156,80,60,80,52,0,1,0,0,0,0,"1","0","0","1","0","0"
"2351","Kogarah",1,1,2,68,95,40,24,32,1,0,1,0,0,0,"0","1","0","0","1","0"
"2352","Rose Bay",2.5,3,3,850,100,0,80,71,0,0,1,0,0,1,"1","0","0","0","1","0"
"2353","Waverley",1,1,1,101,90,20,48,69,1,0,1,0,0,1,"1","0","0","1","0","0"
"2354","Ramsgate",2,1,1,84,97,0,32,20,0,0,1,0,0,0,"0","1","0","0","1","0"
"2355","Coogee",1,1,1,160,92,0,24,73,0,0,1,0,0,1,"0","1","0","1","0","0"
"2356","Newtown",1,3,3,249,100,0,124,68,1,0,0,0,1,0,"1","0","0","0","1","0"
"2357","Dulwich Hill",1,1,1,64,95,0,104,79,1,0,0,0,0,1,"0","1","0","1","0","0"
"2358","Sydney",1,1,1,225,80,60,212,54,1,0,1,0,1,0,"1","0","0","1","0","0"
"2359","Coogee",1,1,1,95,100,0,16,72,0,1,0,0,0,1,"0","1","0","1","0","0"
"2360","Bondi Beach",1,1,1,101,100,0,52,71,0,0,1,0,0,1,"0","1","0","1","0","0"
"2361","Randwick",1,3,3,405,100,0,52,67,0,0,1,0,0,1,"1","0","0","0","1","0"
"2362","Elizabeth Bay",1.5,1,1,158,94,60,212,60,1,0,1,0,1,0,"1","0","0","1","0","0"
"2363","Kingsford",2,3,4,225,100,0,52,71,0,0,1,0,0,1,"1","0","0","1","0","0"
"2364","Darlinghurst",1,1,3,149,80,260,184,55,1,0,1,1,0,0,"1","0","0","1","0","0"
"2365","Darlinghurst",1,0,2,138,81,240,188,57,1,0,1,1,0,0,"1","0","0","1","0","0"
